"васильковый, ярко-синий, индиго, синий топаз",
"васильковый, ярко-синий, электрик, синий",
"верблюжий, кэмел, горчичный, темно-желтый",
вереск,
"вереск, розовая пудра",
"вереск, сиреневый, розовый",
"вереск, фиолетовый",
вери пери,
"вери пери, глубокий фиолетовый, фиолетовый, сине-фиолетовый, темная лаванда",
"вери пери, лавандовый, сине-фиолетовый",
"вери пери, сине-фиолетовый, синий, фиолетовый, лавандовый",
"вери пери, синий, ирисовый",
"вери пери, синий, сине-фиолетовый",
"вери пери, синий, сине-фиолетовый, васильковый",
"вери пери, синий, ярко-синий, синий меланж, синий бархат",
"вери пери, сиреневый",
"вери пери, сиреневый, светло-сиреневый",
"вери пери, темная сирень, фиолетовый",
"вери пери, фиалковый",
"вери пери, фиолетовый, синий",
"вери пери, фиолетовый, темно-фиолетовый",
"вери пери, черничный, синий, фиолетовый",
вива маджента,
"вива маджента, вишневый, винный, винно-красный, красновато-бордовый",
"винно-красный, бордовый, темно-красный, винный",
винный,
"винный, бордовый",
"винный, бордовый, бордово-фиолетовый",
"винный, бордовый, красный",
"винный, бордовый, марсала",
"винный, бордовый, фиолетовый",
"винный, желтый, красно-коричневый",
"винный, красно-розовый меланж, рубин нюд, бордовый меланж",
"винный, красный",
"винный, марсала",
"винный, марсала, фиолетовый",
"винный, марсала, фиолетовый, баклажановый",
"винный, светло-фиолетовый",
"винный, сливовый, темно-бордовый",
"винный, темно-бордовый, бургунди",
"винный, фиолетовый, марсала, фиолетово-баклажанный",
"винный, черный",
"виноград, белый, бордовый",
"виноград, лиловый",
"виноград, черный, сливовый, голубой, белый",
"вистерия, пастельно-фиолетовый",
вишнево-красный,
"вишнево-красный, вишневый, темно-красный, бордовый, темно-бордовый",
вишневый,
"вишневый, белый, бордовый",
"вишневый, бледно-бордовый, винный, вишня",
"вишневый, бледно-бордовый, пудровый",
"вишневый, бордовый",
"вишневый, бордовый, бургунди",
"вишневый, бордовый, красный",
"вишневый, бордовый, марсала",
"вишневый, вишнево-красный",
"вишневый, вишнево-красный, малиновый, красновато-бордовый, красный",
"вишневый, голубой",
"вишневый, марсала, бургунди, бордовый, красновато-бордовый",
"вишневый, темная вишня",
"вишневый, темно-бордовый, бордовый, красный, коричневый",
"вишневый, темно-красный, темная вишня, винный, вишня",
вишня,
"вишня оксфорд, пудровый, бледно-бордовый",
"вишня, вишневый, бледно-бордовый, винно-красный, винный",
"вишня, вишневый, темная вишня, бордовый",
"вишня, графит, розовый, серый",
выбеленный,
глубокий зеленый,
"глубокий зеленый, изумрудно-зеленый",
"глубокий зеленый, изумрудно-зеленый, ярко-зеленый",
"глубокий зеленый, темно-зеленый, изумрудно-зеленый, зеленый",
"глубокий зеленый, травяной зеленый, ярко-зеленый",
глубокий коралловый,
глубокий коричневый,
"глубокий коричневый, коричневый",
"глубокий коричневый, коричневый, красно-коричневый",
"глубокий коричневый, коричневый, насыщенный коричневый",
"глубокий коричневый, пепельно-коричневый, темно-коричневый, коричневый, шоколадно-коричневый",
"глубокий коричневый, темно-коричневый, горький шоколад",
"глубокий коричневый, темно-коричневый, коричневый",
глубокий красный,
"глубокий красный, красный, бордовый",
"глубокий красный, ярко-красный, огненно-красный, радикальный красный",
глубокий пурпурно-розовый,
"глубокий пурпурно-розовый, розовая пудра, дымчатая роза, глубокий розовый",
глубокий пурпурный,
"глубокий пурпурный, темно-синий",
глубокий розовый,
"глубокий розовый, розовый",
"глубокий розовый, розовый, розовый фламинго, ярко-розовый",
глубокий сине-зеленый,
"глубокий сине-зеленый, бирюзово-зеленый, морской зеленый, синий петроль, петрол",
"глубокий сине-зеленый, зеленовато-синий, синий",
"глубокий сине-зеленый, зеленый",
"глубокий сине-зеленый, изумрудный",
"глубокий сине-зеленый, изумрудный, синевато-зеленый, зеленый, изумрудно-зеленый",
глубокий фиолетовый,
"глубокий фиолетовый, фиолетовый",
"глубокий фиолетовый, холодный фиолетовый, фиолетовый, баклажановый, фиолетово-баклажанный",
глубокий черный,
"глубокий черный, бежевый",
"глубокий черный, белый",
"глубокий черный, белый текстурный, белый, черный",
"глубокий черный, белый, оранжевый, синий",
"глубокий черный, белый, сиреневый",
"глубокий черный, бирюзовый",
"глубокий черный, дуб черный, черный, черный графит, черный кристалл",
"глубокий черный, желтый неон",
"глубокий черный, иссиня-черный, черный, черный матовый",
"глубокий черный, лимонный желтый, солнечно-желтый, желтый, черный",
"глубокий черный, розовая фуксия, белый",
"глубокий черный, салатовый",
"глубокий черный, серый, белый",
"глубокий черный, черничный, иссиня-черный",
"глубокий черный, черный",
"глубокий черный, черный графит, черный",
"глубокий черный, черный графит, черный матовый",
"глубокий черный, черный кристалл, черный лакированный никел, черный матовый, черный",
"глубокий черный, черный кристалл, черный матовый, черный графит, черный",
"глубокий черный, черный кристалл, черный меланж, черный матовый, черный",
"глубокий черный, черный лакированный никел, черный матовый, черный, черный графит",
"глубокий черный, черный матовый",
"глубокий черный, черный матовый, черный",
"глубокий черный, черный матовый, черный графит, черный",
"глубокий черный, черный матовый, черный графит, черный сапфир",
"глубокий черный, черный матовый, черный графит, черный, черный каменный",
"глубокий черный, черный матовый, черный, черный графит, иссиня-черный",
"глубокий черный, черный матовый, черный, черный меланж",
"глубокий черный, черный меланж, иссиня-черный, черный матовый, черный",
"глубокий черный, черный меланж, черный",
"глубокий черный, черный меланж, черный кристалл",
"глубокий черный, черный меланж, черный кристалл, иссиня-черный, черный",
"глубокий черный, черный меланж, черный матовый, белый, темно-серый меланж",
"глубокий черный, черный меланж, черный матовый, черный, черный графит",
"глубокий черный, черный меланж, черный, розовый, розово-лавандовый",
"глубокий черный, черный муар, черный",
"глубокий черный, черный, бежевый лайт, ванильно-бежевый, бежевый",
"глубокий черный, черный, белый, черный меланж, черно-зеленый",
"глубокий черный, черный, черничный",
"глубокий черный, черный, черный графит, бордовый, темно-бордовый",
"глубокий черный, черный, черный графит, иссиня-черный",
"глубокий черный, черный, черный графит, черный кристалл, черный матовый",
"глубокий черный, черный, черный графит, черный матовый",
"глубокий черный, черный, черный графит, черный меланж, иссиня-черный",
"глубокий черный, черный, черный кристалл",
"глубокий черный, черный, черный матовый",
"глубокий черный, черный, черный матовый, дуб черный",
"глубокий черный, черный, черный матовый, черный графит",
"глубокий черный, черный, черный матовый, черный кристалл, черный графит",
голубика,
"голубика, голубой",
"голубика, голубой лед, голубые джинсы, голубино-синий, голубой",
голубино-синий,
"голубино-синий, салатовый, голубой",
"голубино-синий, синий",
"голубино-синий, синий, темно-голубой, джинс, дымчатый синий",
"голубино-синий, синий, ярко-синий",
голубой,
голубой берилл,
"голубой берилл, голубой лед, ярко-голубой, небесно-голубой, голубой",
голубой лед,
"голубой лед, бирюзовый, голубой",
"голубой лед, голубика, голубой меланж",
"голубой лед, голубой",
"голубой лед, голубой берилл, голубой, бэби-голубой",
"голубой лед, голубой меланж, голубой, пастельно-голубой, нежно-голубой",
"голубой лед, голубой меланж, пыльный голубой, нежно-голубой",
"голубой лед, голубой туман, голубой меланж, голубой",
"голубой лед, голубой, бледно-голубой, тиффани, нежно-голубой",
"голубой лед, голубой, голубой берилл, голубой туман, нежно-голубой",
"голубой лед, голубой, голубой тиффани, зернистый серо-голубой, серо-голубой",
"голубой лед, голубой, небесно-голубой, бледно-голубой, белый",
"голубой лед, голубой, нежно-голубой, голубино-синий, пастельно-голубой",
"голубой лед, голубой, пастельно-голубой, нежно-голубой, светло-голубой",
"голубой лед, голубой, светло-синий, синий",
"голубой лед, лазурный, небесно-голубой, светло-синий, топаз",
"голубой лед, нежно-голубой, голубой",
"голубой лед, розовый",
голубой меланж,
"голубой меланж, бэби-голубой, нежно-голубой",
"голубой меланж, голубой",
"голубой меланж, голубой лед, нежно-голубой",
"голубой меланж, нежно-голубой, голубой",
"голубой меланж, оранжевый, черный",
"голубой меланж, светло-голубой, бледно-голубой, небесно-голубой, голубой",
"голубой меланж, светло-синий, нежно-голубой, небесно-голубой, голубой",
"голубой меланж, серый графит",
голубой тиффани,
"голубой тиффани, аквамариновый, светло-бирюзовый",
"голубой тиффани, белый",
"голубой тиффани, бирюзовый, бирюзовый иней",
"голубой тиффани, бирюзовый, голубой",
"голубой тиффани, голубой",
"голубой тиффани, голубой берилл, морской лёд, морской зеленый",
"голубой тиффани, небесно-голубой",
"голубой тиффани, небесный, зеленый, тиффани, небесно-голубой",
"голубой тиффани, нежно-голубой, голубой",
"голубой тиффани, розовый",
"голубой тиффани, светло-зеленый",
"голубой тиффани, светло-синий",
"голубой тиффани, серо-голубой, жемчужно-голубой, мятный, мятно-бирюзовый",
"голубой тиффани, серый",
"голубой тиффани, синий",
"голубой тиффани, тиффани",
"голубой тиффани, тиффани, голубой",
"голубой тиффани, черный",
голубой туман,
"голубой туман, голубой, голубой меланж",
"голубой туман, голубой, голубой тиффани",
"голубой туман, голубой, пыльный голубой, белый, черный",
"голубой туман, голубой, серо-голубой, грязно-голубой, бледно-голубой",
"голубой туман, морской, бирюзовый, серо-голубой, голубой",
"голубой туман, небесно-голубой, светло-голубой, голубой",
"голубой туман, небесно-голубой, серо-синий",
"голубой туман, нежно-голубой, голубой лед, голубой, голубой берилл",
"голубой туман, перламутровый голубой, голубой лед",
"голубой, cине-морской",
"голубой, cиняя волна",
"голубой, cиняя волна, голубой меланж, голубой тиффани",
"голубой, cиняя волна, синий, небесный, лазурный",
"голубой, айвори",
"голубой, аквамариновый",
"голубой, акулья кожа, светло-голубой, серо-голубой, нежно-голубой",
"голубой, бежевый",
"голубой, бежевый, капучино, белый",
"голубой, бежевый, молочный",
"голубой, бежевый, синий",
"голубой, бежевый, синий, белый",
"голубой, белый",
"голубой, белый бриллиант",
"голубой, белый, красный",
"голубой, белый, небесно-голубой, голубые джинсы, голубино-синий",
"голубой, белый, небесно-голубой, светло-синий",
"голубой, белый, оранжевый, желтый, розовый",
"голубой, белый, розовый, бежевый",
"голубой, белый, розовый, оранжевый, желтый",
"голубой, белый, синий",
"голубой, белый, синий, бриллиантово-синий, синий космос",
"голубой, белый, темно-синий",
"голубой, белый, черный",
"голубой, бирюзово-зеленый, светло-синий, мятный, свежий мятный",
"голубой, бирюзовый",
"голубой, бирюзовый, мятный",
"голубой, бирюзовый, синий",
"голубой, бирюзовый, синий, электрик",
"голубой, бирюзовый, сиреневый, синий",
"голубой, бирюзовый, темно-серый",
"голубой, бирюзовый, ярко-голубой",
"голубой, бледно-голубой",
"голубой, бледно-голубой, бирюзовый, голубино-синий",
"голубой, бриллиантово-синий, глубокий коричневый",
"голубой, бэби-голубой",
"голубой, бэби-голубой, жемчужно-голубой, небесно-голубой, ярко-голубой",
"голубой, бэби-голубой, светло-голубой, голубой тиффани, голубой лед",
"голубой, васильковый, небесный, нежно-голубой, морская волна",
"голубой, васильковый, светло-синий",
"голубой, вери пери, молочный, белый, синий",
"голубой, голубая ель, голубые джинсы",
"голубой, голубика, бирюзовый, мятно-бирюзовый, черный",
"голубой, голубика, синий, черный, белый",
"голубой, голубино-синий",
"голубой, голубино-синий, голубика, голубой туман, голубой тиффани",
"голубой, голубино-синий, голубой лед, небесно-голубой, светло-голубой",
"голубой, голубино-синий, нежно-голубой, небесно-голубой, ярко-голубой",
"голубой, голубой лед",
"голубой, голубой лед, голубино-синий, бэби-голубой, пастельно-голубой",
"голубой, голубой лед, голубино-синий, голубой меланж",
"голубой, голубой лед, голубино-синий, пастельно-голубой",
"голубой, голубой лед, голубой берилл, голубой меланж, голубой тиффани",
"голубой, голубой лед, голубой берилл, голубой туман, голубая ель",
"голубой, голубой лед, голубой меланж",
"голубой, голубой лед, голубой меланж, голубой берилл",
"голубой, голубой лед, голубой меланж, голубой тиффани, нежно-голубой",
"голубой, голубой лед, голубой меланж, голубой тиффани, пастельно-голубой",
"голубой, голубой лед, голубой тиффани, голубой меланж",
"голубой, голубой лед, голубой туман",
"голубой, голубой лед, голубой туман, голубой берилл, голубой тиффани",
"голубой, голубой лед, голубой туман, пастельно-голубой, светло-голубой",
"голубой, голубой лед, голубые джинсы, пастельно-голубой, голубой тиффани",
"голубой, голубой лед, небесно-голубой",
"голубой, голубой лед, небесно-голубой, нежно-голубой, светло-голубой",
"голубой, голубой лед, нежно-голубой",
"голубой, голубой лед, пастельно-голубой",
"голубой, голубой лед, перламутровый голубой",
"голубой, голубой лед, пыльный голубой",
"голубой, голубой лед, светло-голубой, розовый, голубой туман",
"голубой, голубой лед, серо-голубой, нежно-голубой",
"голубой, голубой меланж",
"голубой, голубой меланж, бэби-голубой, нежно-голубой, небесно-голубой",
"голубой, голубой меланж, голубой туман, небесно-голубой, голубой лед",
"голубой, голубой меланж, жемчужно-голубой",
"голубой, голубой меланж, небесно-голубой",
"голубой, голубой меланж, нежно-голубой, пастельно-голубой",
"голубой, голубой меланж, синий меланж, синий, светло-синий",
"голубой, голубой меланж, ярко-голубой",
"голубой, голубой тиффани",
"голубой, голубой тиффани, бирюзовый",
"голубой, голубой тиффани, бэби-голубой, тиффани, небесно-голубой",
"голубой, голубой тиффани, бэби-голубой, ярко-голубой",
"голубой, голубой тиффани, голубой меланж, зернистый серо-голубой, бэби-голубой",
"голубой, голубой тиффани, жемчужно-голубой, голубой лед, голубой меланж",
"голубой, голубой тиффани, небесно-голубой, бирюзовый, светло-синий",
"голубой, голубой тиффани, небесно-голубой, ярко-голубой",
"голубой, голубой тиффани, нежно-голубой",
"голубой, голубой тиффани, нежно-голубой, небесно-голубой, ярко-голубой",
"голубой, голубой тиффани, пастельно-голубой, голубой лед, небесно-голубой",
"голубой, голубой тиффани, светло-голубой, бэби-голубой, бледно-голубой",
"голубой, голубой тиффани, светло-голубой, ярко-голубой",
"голубой, голубой тиффани, тиффани, нежно-голубой",
"голубой, голубой тиффани, ярко-голубой",
"голубой, голубой туман",
"голубой, голубой туман, бледно-голубой, светло-голубой",
"голубой, голубой туман, голубино-синий",
"голубой, голубой туман, голубой лед",
"голубой, голубой туман, голубой меланж, голубой берилл",
"голубой, голубой туман, голубой меланж, серо-голубой",
"голубой, голубой туман, нежно-голубой, небесно-голубой",
"голубой, голубой туман, светло-голубой, голубые джинсы, синий",
"голубой, голубые джинсы, береза, айсберг, голубой меланж",
"голубой, графит, темно-серый, небесно-голубой",
"голубой, деним, синий",
"голубой, деним, темно-голубой",
"голубой, джинс",
"голубой, джинс, синий",
"голубой, джинсовый меланж",
"голубой, джинсовый меланж, синий, белый, серый",
"голубой, дуб черный",
"голубой, желтый",
"голубой, желтый, белый",
"голубой, желтый, серый",
"голубой, зеленый",
"голубой, зеленый, белый",
"голубой, зеленый, мятный",
"голубой, зеленый, розовый",
"голубой, индиго",
"голубой, индиго, небесно-голубой",
"голубой, коричневый",
"голубой, коричневый, серо-коричневый, белый",
"голубой, лавандовый",
"голубой, лазурный",
"голубой, лазурный, молочный",
"голубой, лазурный, морская волна",
"голубой, лазурный, небесно-голубой, морская волна",
"голубой, лазурный, небесный, васильковый",
"голубой, лазурный, небесный, морская волна, васильковый",
"голубой, лазурный, тиффани, голубой тиффани, ярко-голубой",
"голубой, лиловый",
"голубой, малиновый",
"голубой, малиновый, фуксия",
"голубой, ментол, голубой тиффани, голубой туман",
"голубой, ментол, серый",
"голубой, молочный",
"голубой, молочный, синий, индиго",
"голубой, морская волна",
"голубой, мятно-бирюзовый",
"голубой, мятный",
"голубой, мятный, бирюзовый",
"голубой, мятный, мятно-бирюзовый, бирюзовый",
"голубой, мятный, розовый",
"голубой, мятный, серо-зеленый",
"голубой, мятный, серый",
"голубой, небесно-голубой",
"голубой, небесно-голубой, бирюзовый, ярко-голубой, светло-голубой",
"голубой, небесно-голубой, голубой лед",
"голубой, небесно-голубой, голубой лед, пастельно-голубой, светло-голубой",
"голубой, небесно-голубой, голубой меланж",
"голубой, небесно-голубой, голубой меланж, голубой тиффани, светло-голубой",
"голубой, небесно-голубой, голубой меланж, пастельно-голубой, нежно-голубой",
"голубой, небесно-голубой, голубой меланж, светло-голубой",
"голубой, небесно-голубой, голубой меланж, светло-голубой, бэби-голубой",
"голубой, небесно-голубой, голубой меланж, светло-синий",
"голубой, небесно-голубой, голубой тиффани",
"голубой, небесно-голубой, голубой тиффани, голубой туман, небесный",
"голубой, небесно-голубой, голубой тиффани, нежно-голубой",
"голубой, небесно-голубой, голубой тиффани, светло-голубой",
"голубой, небесно-голубой, голубой тиффани, ярко-голубой",
"голубой, небесно-голубой, лазурный, морская волна",
"голубой, небесно-голубой, лазурный, ярко-голубой",
"голубой, небесно-голубой, небесный",
"голубой, небесно-голубой, нежно-голубой",
"голубой, небесно-голубой, нежно-голубой, пастельно-голубой",
"голубой, небесно-голубой, нежно-голубой, светло-синий, небесный",
"голубой, небесно-голубой, нежно-голубой, ярко-голубой",
"голубой, небесно-голубой, нежно-голубой, ярко-голубой, светло-голубой",
"голубой, небесно-голубой, светло-голубой",
"голубой, небесно-голубой, светло-голубой, бледно-голубой",
"голубой, небесно-голубой, светло-голубой, бледно-голубой, светло-синий",
"голубой, небесно-голубой, светло-голубой, бледно-голубой, серо-голубой светлый",
"голубой, небесно-голубой, светло-голубой, бэби-голубой, нежно-голубой",
"голубой, небесно-голубой, светло-голубой, небесный",
"голубой, небесно-голубой, светло-голубой, нежно-голубой",
"голубой, небесно-голубой, светло-голубой, нежно-голубой, черный",
"голубой, небесно-голубой, светло-голубой, пастельно-голубой",
"голубой, небесно-голубой, светло-голубой, светло-синий, бело-синий",
"голубой, небесно-голубой, светло-голубой, светло-синий, пастельно-голубой",
"голубой, небесно-голубой, светло-голубой, серо-голубой, пастельно-голубой",
"голубой, небесно-голубой, светло-голубой, синий, небесный",
"голубой, небесно-голубой, светло-голубой, ярко-голубой, голубые джинсы",
"голубой, небесно-голубой, серо-голубой светлый, стальной голубой, серо-голубой",
"голубой, небесно-голубой, синий, лазурный, электрик",
"голубой, небесно-голубой, синий, небесный",
"голубой, небесно-голубой, ярко-голубой, бирюзовый, мятно-бирюзовый",
"голубой, небесно-голубой, ярко-голубой, синий",
"голубой, небесный",
"голубой, небесный, бирюзовый, мятный",
"голубой, небесный, лазурный, небесно-голубой, бирюзовый",
"голубой, небесный, небесно-голубой",
"голубой, небесный, нежно-голубой",
"голубой, небесный, светло-голубой",
"голубой, небесный, светло-синий, ярко-голубой",
"голубой, нежно-голубой",
"голубой, нежно-голубой, голубой лед",
"голубой, нежно-голубой, голубой лед, голубой туман, небесно-голубой",
"голубой, нежно-голубой, голубой меланж, голубой тиффани",
"голубой, нежно-голубой, небесно-голубой",
"голубой, нежно-голубой, небесный, синий",
"голубой, нежно-голубой, пастельно-бирюзовый, лазурный",
"голубой, нежно-голубой, пастельно-голубой, небесно-голубой, светло-голубой",
"голубой, нежно-голубой, пыльный голубой",
"голубой, оранжевый",
"голубой, оранжевый, бирюзовый",
"голубой, оранжевый, красный, белый, черный",
"голубой, оранжевый, черный",
"голубой, пастельно-голубой",
"голубой, пастельно-голубой, небесно-голубой",
"голубой, пастельно-голубой, нежно-голубой",
"голубой, пастельно-голубой, пудровый, небесный, небесно-голубой",
"голубой, пастельно-голубой, пыльный голубой",
"голубой, пастельно-голубой, светло-голубой, бледно-синий, дымчатый синий",
"голубой, пастельно-голубой, светло-голубой, нежно-голубой, бледно-голубой",
"голубой, розовый",
"голубой, розовый, белый",
"голубой, розовый, белый, темно-синий, синий",
"голубой, розовый, фиолетовый",
"голубой, салатовый",
"голубой, салатовый, фуксия, белый, тиффани, джинс",
"голубой, светло-бирюзовый",
"голубой, светло-бирюзовый, молочный",
"голубой, светло-бирюзовый, небесно-голубой, светло-голубой, нежно-голубой",
"голубой, светло-голубой",
"голубой, светло-голубой, бледно-голубой",
"голубой, светло-голубой, бледно-голубой, небесно-голубой",
"голубой, светло-голубой, бледно-голубой, нежно-голубой, ярко-голубой",
"голубой, светло-голубой, бледно-голубой, серо-голубой светлый, небесно-голубой",
"голубой, светло-голубой, бледно-голубой, серо-голубой светлый, синий",
"голубой, светло-голубой, голубой тиффани, морская волна, небесно-голубой",
"голубой, светло-голубой, голубой туман, небесно-голубой",
"голубой, светло-голубой, молочный",
"голубой, светло-голубой, небесно-голубой",
"голубой, светло-голубой, небесно-голубой, небесный",
"голубой, светло-голубой, небесно-голубой, небесный, нежно-голубой",
"голубой, светло-голубой, небесный",
"голубой, светло-голубой, нежно-голубой, небесный",
"голубой, светло-голубой, нежно-голубой, нежная мята",
"голубой, светло-голубой, светло-синий",
"голубой, светло-голубой, серо-голубой",
"голубой, светло-голубой, синий, светло-синий, бело-синий",
"голубой, светло-голубой, синяя волна",
"голубой, светло-голубой, ярко-голубой, темно-голубой",
"голубой, светло-розовый, кофе, малиновый, белый",
"голубой, светло-серый",
"голубой, светло-серый, белый, синий, серый",
"голубой, светло-серый, серо-голубой",
"голубой, светло-синий",
"голубой, светло-синий, молочный",
"голубой, светло-синий, светло-голубой, небесный",
"голубой, светло-синий, светло-серый, оранжевый",
"голубой, светло-синий, синий, черный",
"голубой, светло-фиолетовый, фиолетовый, сине-фиолетовый, небесно-голубой",
"голубой, светлый джинс, синий",
"голубой, серебристый",
"голубой, серо-голубой",
"голубой, серо-голубой светлый, пастельно-голубой",
"голубой, серо-голубой, индиго",
"голубой, серо-голубой, небесно-голубой",
"голубой, серо-голубой, пыльный голубой, светло-голубой, голубой меланж",
"голубой, серо-голубой, светло-синий, небесный",
"голубой, серо-голубой, серо-голубой светлый",
"голубой, серо-голубой, темно-голубой, пастельно-голубой, небесно-голубой",
"голубой, серо-синий",
"голубой, серо-синий, серо-голубой, серо-голубой светлый",
"голубой, серый",
"голубой, серый графит",
"голубой, серый, белый, теплый белый, светло-голубой",
"голубой, серый, лазурно-серый, небесно-голубой",
"голубой, серый, розовый",
"голубой, серый, синяя лазурь, стальной голубой, синий",
"голубой, серый, черный",
"голубой, сине-морской, ярко-голубой",
"голубой, сине-серый, джинс, синий, синий петроль",
"голубой, синий",
"голубой, синий неон",
"голубой, синий неон, синий",
"голубой, синий топаз, бэби-голубой, нежно-голубой, голубой тиффани",
"голубой, синий, аквамариновый",
"голубой, синий, белый",
"голубой, синий, белый, бежевый, коричневый",
"голубой, синий, бирюзовый",
"голубой, синий, васильковый",
"голубой, синий, голубой лед",
"голубой, синий, голубой лед, голубой меланж, синий меланж",
"голубой, синий, голубой меланж",
"голубой, синий, голубой тиффани",
"голубой, синий, голубой тиффани, синий космос",
"голубой, синий, джинс",
"голубой, синий, изумрудный",
"голубой, синий, индиго",
"голубой, синий, лиловый, индиго, персидский индиго",
"голубой, синий, небесный",
"голубой, синий, небесный, cине-морской",
"голубой, синий, небесный, морская волна",
"голубой, синий, небесный, небесно-голубой, синий кобальт",
"голубой, синий, нежно-голубой",
"голубой, синий, розовый",
"голубой, синий, розовый, желтый, зеленый",
"голубой, синий, светло-голубой",
"голубой, синий, светло-голубой, темно-голубой",
"голубой, синий, светло-голубой, ярко-голубой, темно-голубой",
"голубой, синий, светло-синий, индиго",
"голубой, синий, светло-синий, пастельно-синий, черный",
"голубой, синий, светло-синий, светло-голубой, небесно-голубой",
"голубой, синий, светло-синий, темно-голубой, лазурный",
"голубой, синий, серо-голубой",
"голубой, синий, синий бархат, бирюзовый, морская волна",
"голубой, синий, тиффани, голубой тиффани",
"голубой, синий, черный",
"голубой, синий, черный, небесный, морская волна",
"голубой, синий, черный, черно-синий",
"голубой, синий, электрик",
"голубой, синий, ярко-синий",
"голубой, синий, ярко-синий, ярко-голубой, темно-голубой",
"голубой, синяя лазурь, небесно-голубой, нежно-голубой, голубой тиффани",
"голубой, сиреневый",
"голубой, сиреневый, серо-голубой, вери пери",
"голубой, сиреневый, черный",
"голубой, темно-голубой",
"голубой, темно-голубой, бэби-голубой, нежно-голубой, небесно-голубой",
"голубой, темно-голубой, голубино-синий, пастельно-голубой",
"голубой, темно-голубой, джинсовый меланж",
"голубой, темно-серый",
"голубой, темно-синий",
"голубой, темно-синий, белый",
"голубой, темно-синий, желтый",
"голубой, темно-синий, синий, морская волна",
"голубой, тиффани",
"голубой, тиффани, бирюзовый",
"голубой, тиффани, мятный, бирюзовый",
"голубой, тиффани, небесно-голубой",
"голубой, тиффани, небесно-голубой, нежно-голубой, бирюзовый",
"голубой, тиффани, небесный, лазурный, бирюзовый",
"голубой, тиффани, светло-синий, синий, лазурный",
"голубой, ультрамариновый, васильковый, деним, джинс",
"голубой, фиалковый, бирюзовый, фиолетовый, пурпурно-синий",
"голубой, фиолетовый",
"голубой, фиолетовый, желтый, черный, синий",
"голубой, фиолетовый, мятный, сиреневый",
"голубой, черный",
"голубой, черный, белый",
"голубой, черный, джинс",
"голубой, черный, небесный, бриллиантово-синий",
